id,english,russian
AC1024DB40A67B89CB957C8C7BAA22FC#73BD7186,Cannot use the witch broom on Story mode. Refunded,Нельзя использовать ведьмин метлу в сюжетном режиме. Средства возвращены
B820707F41BE83316B8A978E4B917661#46B58119,"Cant hear anything, only noise and more noise. I really hope you will find something interessting next time.","Ничего не слышу, только шум и еще раз шум. Очень надеюсь, что в следующий раз вы найдете что-нибудь интересное."
7C9C144447DBE05FB62D5CA8357E47A5#99496DE0,"Cant print, no printer found",Не удаётся напечатать: принтер не найден
BF0A69AF42CF0978F912CCABF9723E28#99496DE0,"Cant print, no printer found",Не удаётся напечатать: принтер не найден
C19251DD4BA5A925D5553BBEA7201E39#99496DE0,"Cant print, no printer found","Нельзя напечатать, принтер не найден"
362C3A5E474ACDDDB554E79D6DCB9542#CD97EA46,"Cant print, printer is busy",Не удаётся напечатать: принтер занят
E180FEA945E69A7F580F20A204CD6B8B#CD97EA46,"Cant print, printer is busy","Нельзя напечатать, принтер занят"
E58E04DB4F669161F5A6E1A495574730#CD97EA46,"Cant print, printer is busy",Не удаётся напечатать: принтер занят
C3C493BE4CA1D3BEA900229596B91CCD#BC500EE4,"Capture begin (press LMB again to stop, RMB to pause)","Захват начат (нажмите ЛКМ ещё раз, чтобы остановить, ПКМ — чтобы поставить на паузу)"
25A155D344A6E1BC11C7788BA002873A#335A8E08,Capture paused,Захват на паузе
FDE37D7D41EE075AE7A458936527DA72#33E293D1,Capture resumed,Захват возобновлён
195FD26C49E6B22DC7704DA533E4D4EE#4C4184F4,Car battery,Автомобильный аккумулятор
A8867FB14D8585C34F45F29E1D77728A#4C4184F4,Car battery,Автомобильный аккумулятор
D4C16CE44134AAE6ACF1098A3306901F#4C4184F4,Car battery,Аккумулятор автомобиля
9486A7E242292DC61CDD569ABE61FBC3#DC886A44,"Car battery is used by the ATV functions: idle, driving, turbo, lights, turning etc.
Can be replaced by using the Wrench on the ATV","Аккумулятор автомобиля используется функциями квадроцикла: холостой ход, езда, турбо, фары, повороты и т.д.
Может быть заменён с помощью гаечного ключа на квадроцикле"
C68669AB4FBD010734F189A2A604DAE5#825D2056,Car keys,Ключ зажигания
4A304A464A450D8AC0DF9B9DA1C4A538#C7822066,Car tire,Автомобильная шина
6872CE6D4A8058D4EC16F9BFB4DA156A#C7822066,Car tire,Автомобильная шина
91BDCBE047C015159E42D4975CF29994#CAE3C06D,Cardboard,Картон
7D26132C4C01D6AE511F6E894328F790#78AD2B49,Cardboard box,Картонная коробка
086DEC8F4AD6133B0A4F8CB846769E28#F5A0468F,Cardboard box (2x2x2),Картонная коробка (2x2x2)
619E7ABA483B5AEFDC5A31A732BC0B95#F5A0468F,Cardboard box (2x2x2),Картонная коробка (2x2x2)
0CD39E224FC91521275C7CAF56FD06AA#459D14DF,Cardboard box (4x2x2),Картонная коробка (4x2x2)
854429A9492AEE2E380FEEAB02BBE9C7#459D14DF,Cardboard box (4x2x2),Картонная коробка (4x2x2)
EACA82304E8AD96C3DDB1786004FE3BA#160C7D3B,Cardboard box (4x4x2),Картонная коробка (4x4x2)
EFF1B5C240FAAFF2E4A7568A115A0665#160C7D3B,Cardboard box (4x4x2),Картонная коробка (4х4х2)
1889343F4BCE163608B4BEABD078A499#D06374BC,Cardboard box (4x4x4),Картонная коробка (4x4x4)
962A69274258FB1AA28B8AA04A687055#D06374BC,Cardboard box (4x4x4),Картонная коробка (4x4x4)
2EC95F1B4BEC366BFA822BA60AAAA974#6B68D65D,Cardboard box (8x4x4),Картонная коробка (8x4x4)
AAA9E8E946475E712B374ABE573E031E#6B68D65D,Cardboard box (8x4x4),Картонная коробка (8x4x4)
9CB488EC47E8165BF460A78D7884C6AF#CC4A0595,Cardboard box (8x8x4),Картонная коробка (8x8x4)
EB1084DA49D168C2ABA7188B0E279566#CC4A0595,Cardboard box (8x8x4),Картонная коробка (8x8x4)
C0937CE44C2478E609A142B6294826D3#9BE510DA,Cardboard box (8x8x8),Картонная коробка (8x8x8)
D43F410B47C44D9A849BD5B1749EA396#9BE510DA,Cardboard box (8x8x8),Картонная коробка (8x8x8)
004FF4F34F34F1EABDBE7A81DB84B869#DEB294EE,Cardboard box can fit items inside it depends on box volume,"Картонная коробка для предметов, объём хранилища зависит от размера"
010178864D882CC9D73496AA813A91FE#DEB294EE,Cardboard box can fit items inside it depends on box volume,"Картонная коробка для предметов, объём хранилища зависит от размера"
13EB6C0C4CD95AE2A7144891DC8B8BD9#DEB294EE,Cardboard box can fit items inside it depends on box volume,"В картонную коробку можно сложить предметы, объём зависит от размера коробки"
1606359C4FE3C0EE5CC2DD9A07EB544D#DEB294EE,Cardboard box can fit items inside it depends on box volume,"В картонную коробку можно сложить предметы, объём зависит от размера коробки"
169A89454B97292AE9DE23AE137F0AF9#DEB294EE,Cardboard box can fit items inside it depends on box volume,"Картонная коробка для предметов, объём хранилища зависит от размера"
247E604441F14D12A0160EA0B70DD7D5#DEB294EE,Cardboard box can fit items inside it depends on box volume,"Картонная коробка для предметов, объём хранилища зависит от размера"
26DCEDFA4CEFB7B7D84BB18E5E7CA162#DEB294EE,Cardboard box can fit items inside it depends on box volume,"В картонную коробку можно сложить предметы, объём зависит от размера коробки"
76F713AE474DB8F4D8471DB6893535EF#DEB294EE,Cardboard box can fit items inside it depends on box volume,"Картонная коробка для предметов, объём хранилища зависит от размера"
7AD8FA984235342122306EA1A0A4221A#DEB294EE,Cardboard box can fit items inside it depends on box volume,"В картонную коробку можно сложить предметы, объём зависит от размера коробки"
AA2252B8493A25AAAE07EE981146F0F5#DEB294EE,Cardboard box can fit items inside it depends on box volume,"В картонную коробку можно сложить предметы, объём зависит от размера коробки"
AEC9CDA744AAACF365784EBCF47F114D#DEB294EE,Cardboard box can fit items inside it depends on box volume,"В картонную коробку можно сложить предметы, объём зависит от размера коробки"
C2ED254640FC896395FD3F8A46ABF9BF#DEB294EE,Cardboard box can fit items inside it depends on box volume,"Картонная коробка для предметов, объём хранилища зависит от размера"
CB870A904F61D79835803DB378450703#DEB294EE,Cardboard box can fit items inside it depends on box volume,"В картонную коробку можно сложить предметы, объём зависит от размера коробки"
EF095BD94187393B724CFBAA502C403F#DEB294EE,Cardboard box can fit items inside it depends on box volume,"Картонная коробка для предметов, объём хранилища зависит от размера"
2782EFFB480524646048769016EF61F3#EA415E2B,Carrot,Морковь
F95E1DD74D1EFFB545ED349E0ADAA082#331A9607,Carrot seed,Семена моркови
2F768FC244C1F5C80726C9B4B77037D2#7D50F283,Cart:,Корзина:
A9DABFC046AEF8F1E059778885D14870#4204F3F0,Catch all items,Выловите каждый предмет
27633AE54394B5B93C7A348C2E2BC079#DA82FF8B,Catch signal,Поймать сигнал
21485FF94D4C8CAE09E7769CD627E125#62D5791F,Catch the Charborg fish,Поймайте рыбу Чарборг
A0C6F6554D66BCAFC9AD2DAD1CEBEC7D#BB465E7B,Cauldron,Котёл
49D2E802433862F691A845A8EAEDA0A7#04AF6DD5,Cave generation error: no more paths!,Ошибка генерации пещеры: путей больше нет!
5B6D5B434FA0FAA0673D52A002D26945#2622D6E6,Cave guide,Путеводитель по пещере
1E4DE0E442F077354629DDB1362AD9AF#6D784837,Cave sleeper,Ночевка в пещере
A43105A2408F902AEB5D288873E724CE#B48E6DEE,Ceilight lamp IES use,Потолочные лампы с IES
8657B2D047CD8F01715CA5AEFC5DAAFC#784BE83B,Cement,Цемент
291723F640E16056C1148EABAAA9F1E5#29F06148,Certificate,Сертификат
A297188943FDA97AA162FAB924776FB2#12C53118,Change max computing level,Изменить максимальный уровень вычислений
D3EE35C54B01030EBA473294A6529D11#5111DAC2,Change polarity ,Сменить полярность 
DCE15FB54EB6E54ADD85C7938116A53C#CDB39625,Change seasons weekly,Менять сезоны каждую неделю
FCC74E4B4669B0B1D2D7DEB0D7865D4F#8D696327,"Changes Field Of View when the player is using screens up close, like PC or Coordinate Panel","Изменяет угол обзора, когда игрок использует экраны вблизи, например ПК или панель координат"
1C5743CB4DD11657F1C615A73EBA153E#196C5889,Changes default Field Of View,Изменяет стандартный угол обзора
FF7FE78949701458C483FB922432F1EF#DD36378B,Changes mouse sensitivity.,Изменяет чувствительность мыши.
9982E9834D3CE2B1097BE98ACB51E48B#AFE29D94,Changes the input method for action menu interactions from LMB to releasing the E key,Меняет метод ввода для взаимодействий с меню действий: вместо ЛКМ — отпускание клавиши E
8D80B79F47D723556D6357B7ABAA300E#F15F9CC5,"Changes the objects model.
If the object is a prop, ""as_prop"" value changes its prop name.
LMB - set model
RMB - get model
Alt + RMB - get prop name","Изменяет модель объекта.
Если объект является пропом, значение ""as_prop"" меняет его имя пропа.
ЛКМ - установить модель
ПКМ - получить модель
Alt + ПКМ - получить имя пропа"
110385EE48A15F2D0ACE77BF3181DEB6#EB4538C7,"Changes the path to a Custom Assets folder

Leave blank for default location in AppData/local","Изменяет путь к папке Custom Assets

Оставьте пустым для расположения по умолчанию в AppData/local"
A584B41D4A05B4B5AFC0FC8499B1370D#4DB3741C,"Changes the resolution of the rendered screen, doesn't affect the game resolution itself.

Performance cost: Medium","Изменяет разрешение выводимого экрана, не затрагивает само разрешение игры.

Нагрузка на производительность: средняя"
E34913F042240048ABF9E4AA5E000BCE#8A42DCA1,"Changes the size of an object.
LMB to resize
RMB to copy size","Изменяет размер объекта.
ЛКМ — изменить размер
ПКМ — скопировать размер"
2E6E51904B8D84C8D1A846AC2E91F3A2#03151CDB,Changes the style of the crosshair.,Изменяет стиль прицела.
543DA00F4C29365B8D74EEA4170262D7#0B7840B2,"Changes the type of the tonemapper.
0 - default
1 - ACES standard, deeper colors and higher contrast","Изменяет тип тонмаппера.
0 - по умолчанию
1 - стандарт ACES, более глубокие цвета и более высокий контраст"
7BC77C48442BE075C9676F9219C2457B#CB30EA9E,Channels,Каналы
CA2548FC4253D8B83E273E92E0A7E9EE#88C28470,Charcoal,Древесный уголь
A534A9444D6C474FD85AA2AAC7575E31#E75AC77D,Charcoal fish,Угольная рыба
51EEEEB54EBB56917AF8729574D0FA1D#E65212FC,Charge,Заряд
2E1E4C1F4502F2FF497F109841328EDF#7DA8628E,Cheap window shader,Дешёвый шейдер окна
A95666374BDF1181C3013BAAF9E110C2#A4899B2A,Cheat menu,Чит меню
07248F1843F71256C8D0BDA5DE7F3153#CEA35FFC,Cheats,Читы
5B8B18644631D90CBA7F82BCE767319C#78BA8CE8,"Check complete, collecting garbage","Проверка завершена, сбор мусора"
449BF4ED4240D627612568AB081E3CFD#ACA86592,Check radio tower status,Проверить состояние радиовышки
1C2AAD754BBE111D2876749DEF24EE09#A74A98E2,"Check the radar for atv location, its either lost, or gets transported due to events",Проверьте на радаре местоположение квадроцикла. Возможно вы его где-то оставили или он был перенесен из-за событий
8697B6CC4DFF0BABF10812876BBA7768#F72702A8,Check transformers status,Проверить состояние трансформаторов
D17AE6A7429E70068420C6B1D6AADFEA#B21265D9,Cheese,Сыр
1DBAE88C4F1B0494768F128E6AB7ED1B#483FD2BE,Cheese cube,Кубик сыра
38F93EA344F355293D2C8B85264C1A51#483FD2BE,Cheese cube,Кубик сыра
3D805D4B4CBE560C0150B7AB28F7CE3D#483FD2BE,Cheese cube,Кубик сыра
6794E4BE4C2C0B7F32E0EDBA0F5B7C4B#483FD2BE,Cheese cube,Кубик сыра
80A065F4426A10F52FC17AB7667BD765#483FD2BE,Cheese cube,Кубик сыра
A3D4CD5242BEF122946F428D3A0FC69B#483FD2BE,Cheese cube,Кубик сыра
D2960671430978D0735B24BB74039087#483FD2BE,Cheese cube,Сырный куб
9D0847ED437129A932A0B8BFEA283768#12A2D5A8,Cheese slice,Сырный ломтик
561F5B3C47840576D079D2B8AE3EA3CF#361379FA,Cheese wheel,Голова сыра
A571D16648E9C1BBBCC4E0B4685B2A11#361379FA,Cheese wheel,Головка сыра
4293961C46AB08E586CE1F8FCBB65ADD#1C8FA39C,Chicken nugget,Куриный наггетс
C1CDCD964DD6EA9A24803F9A45EADCC3#ED6A903B,Chicken sandwich,Сэндвич с курицей
